Date,Open,High,Low,Close,Adj Close,Volume
2019-05-29,66.470001,66.629997,66.050003,66.400002,66.400002,0
2019-05-30,66.400002,67.489998,66.209999,67.449997,67.449997,0
2019-05-31,68.150002,70.339996,68.150002,70.019997,70.019997,0
2019-06-03,70.919998,73.040001,70.830002,73.000000,73.000000,0
2019-06-04,72.400002,73.599998,72.129997,73.599998,73.599998,0
2019-06-05,74.279999,75.209999,72.949997,73.699997,73.699997,0
2019-06-06,74.010002,74.570000,73.500000,74.410004,74.410004,0
2019-06-07,75.019997,75.540001,74.160004,74.330002,74.330002,0
2019-06-10,73.470001,73.470001,72.570000,73.320000,73.320000,0
2019-06-11,73.430000,74.169998,72.940002,73.900002,73.900002,0
2019-06-12,74.400002,75.379997,74.370003,74.860001,74.860001,0
2019-06-13,75.110001,76.099998,74.800003,75.989998,75.989998,0
2019-06-14,76.430000,77.199997,75.209999,75.809998,75.809998,0
2019-06-17,75.830002,76.620003,75.400002,76.589996,76.589996,0
2019-06-18,77.400002,78.120003,76.389999,77.360001,77.360001,0
2019-06-19,76.800003,78.410004,76.500000,78.269997,78.269997,0
2019-06-20,79.239998,82.510002,79.239998,81.790001,81.790001,0
2019-06-21,81.830002,82.470001,80.620003,82.139999,82.139999,0
2019-06-24,82.879997,84.930000,82.510002,84.889999,84.889999,0
2019-06-25,85.339996,85.930000,82.250000,83.769997,83.769997,0
2019-06-26,82.639999,84.330002,82.120003,83.739998,83.739998,0
2019-06-27,83.209999,83.639999,82.489998,83.410004,83.410004,0
2019-06-28,83.529999,84.160004,82.949997,84.129997,84.129997,0
2019-07-01,82.809998,82.809998,80.949997,81.220001,81.220001,0
2019-07-02,81.989998,84.019997,81.309998,83.849998,83.849998,0
2019-07-03,84.230003,84.330002,83.089996,84.050003,84.050003,0
2019-07-05,82.669998,83.500000,80.639999,83.180000,83.180000,0
2019-07-08,83.480003,83.830002,82.599998,83.150002,83.150002,0
2019-07-09,82.809998,83.959999,82.309998,83.910004,83.910004,0
2019-07-10,84.779999,85.889999,84.339996,85.860001,85.860001,0
2019-07-11,85.760002,86.129997,84.120003,84.959999,84.959999,0
2019-07-12,85.180000,85.910004,84.779999,85.800003,85.800003,0
2019-07-15,85.959999,86.419998,85.190002,85.870003,85.870003,0
2019-07-16,85.680000,86.750000,85.500000,85.989998,85.989998,0
2019-07-17,86.449997,89.360001,86.349998,89.260002,89.260002,0
2019-07-18,89.160004,92.709999,88.360001,92.300003,92.300003,0
2019-07-19,91.750000,93.269997,90.750000,91.660004,91.660004,0
2019-07-22,91.989998,92.500000,91.529999,91.949997,91.949997,0
2019-07-23,91.870003,92.879997,90.080002,91.209999,91.209999,0
2019-07-24,91.839996,92.980003,91.669998,92.930000,92.930000,0
2019-07-25,92.650002,92.699997,90.400002,90.820000,90.820000,0
2019-07-26,91.110001,91.470001,90.139999,90.650002,90.650002,0
2019-07-29,90.949997,91.870003,90.080002,91.830002,91.830002,0
2019-07-30,92.029999,92.839996,91.629997,92.239998,92.239998,0
2019-07-31,91.800003,91.809998,87.110001,87.639999,87.639999,0
2019-08-01,86.349998,92.199997,86.010002,91.820000,91.820000,0
2019-08-02,91.129997,92.089996,90.339996,90.820000,90.820000,0
2019-08-05,91.980003,95.279999,91.970001,94.080002,94.080002,0
2019-08-06,93.599998,94.919998,93.250000,94.309998,94.309998,0
2019-08-07,95.629997,98.779999,95.620003,96.050003,96.050003,0
2019-08-08,95.139999,97.470001,94.080002,96.919998,96.919998,0
2019-08-09,96.489998,97.260002,95.550003,95.779999,95.779999,0
2019-08-12,96.309998,97.180000,94.910004,94.949997,94.949997,0
2019-08-13,93.269997,93.269997,93.269997,93.269997,93.269997,0
2019-08-14,94.370003,95.080002,92.860001,92.910004,92.910004,0
2019-08-15,92.720001,94.129997,91.919998,93.820000,93.820000,0
2019-08-16,93.279999,93.559998,91.879997,92.839996,92.839996,0
2019-08-19,91.919998,93.389999,90.610001,92.040001,92.040001,0
2019-08-20,92.570000,95.360001,92.570000,94.739998,94.739998,0
2019-08-21,94.010002,95.279999,93.980003,94.529999,94.529999,0
2019-08-22,94.169998,95.080002,93.910004,94.000000,94.000000,0
2019-08-23,94.730003,98.059998,94.680000,97.779999,97.779999,0
2019-08-26,98.220001,98.910004,96.940002,97.699997,97.699997,0
2019-08-27,98.199997,101.510002,98.139999,101.040001,101.040001,0
2019-08-28,101.389999,102.290001,99.660004,101.190002,101.190002,0
2019-08-29,101.099998,101.139999,97.470001,98.470001,98.470001,0
2019-08-30,98.080002,99.949997,97.879997,98.980003,98.980003,0
2019-09-03,99.709999,101.959999,99.690002,100.209999,100.209999,0
2019-09-04,100.139999,101.800003,99.879997,101.760002,101.760002,0
2019-09-05,100.589996,100.589996,96.610001,97.269997,97.269997,0
2019-09-06,97.379997,98.440002,94.239998,94.260002,94.260002,0
