,Date,Open,High,Low,Close,Volume,MA_short,MA_long,EMA_short,EMA_long,EMA_short_MACD,EMA_long_MACD,MACD,MACD_signal,MACD_hist,BIAS_short,BIAS_long,VR,OBV
0,2017-01-17,88.58000200000001,89.800003,88.57,89.099998,0,,,89.099998,89.099998,89.099998,89.099998,0.0,,,,,,0
1,2017-01-18,89.040001,90.029999,86.940002,87.959999,0,,,89.05529215686275,89.08865472636816,88.92461353846154,89.01555362962964,-0.09094009116809332,,,,,,0
2,2017-01-19,86.91999799999999,88.400002,86.400002,87.559998,0,,,88.99665317031912,89.07344421167792,88.71467268639053,88.90773469410152,-0.19306200771099213,,,,,,0
3,2017-01-20,87.66999799999999,89.809998,87.300003,88.68,0,,,88.98423539893406,89.06952934390004,88.70933842694583,88.8908654575014,-0.1815270305555714,,,,,,0
4,2017-01-23,89.599998,91.309998,89.269997,91.260002,0,,,89.07348114799547,89.09132509172193,89.10174820741571,89.06635705324204,0.03539115417366645,,,,,,0
5,2017-01-24,91.470001,93.239998,91.110001,91.910004,0,,,89.18471733827016,89.1193716480232,89.53378756012098,89.27699756781671,0.25678999230427735,,,,,,0
6,2017-01-25,90.150002,90.550003,89.099998,90.360001,0,,,89.2308068936321,89.13171621868963,89.66089732010238,89.35722004427473,0.3036772758276527,,,,,,0
7,2017-01-26,88.769997,89.190002,87.75,88.199997,0,,,89.19038297623477,89.12244538069272,89.43614342470201,89.2714998187729,0.16464360592911476,,,,,,0
8,2017-01-27,88.089996,89.849998,88.07,89.58000200000001,0,,,89.20566215363733,89.12699818287489,89.4582755132094,89.29435183219712,0.16392368101227817,0.11707340003501861,0.04685028097725956,,,,0
9,2017-01-30,89.639999,90.559998,88.660004,89.019997,0,,,89.19838116722019,89.12593349448807,89.39084804963872,89.27402925203437,0.11681879760435265,0.11701635431089862,-0.00019755670654596214,,,,0
10,2017-01-31,90.639999,91.760002,90.639999,91.760002,0,,,89.29883688615274,89.15214313135884,89.75533327277122,89.45817538151331,0.2971578912579105,0.15643029327767816,0.14072759798023232,,,,0
11,2017-02-01,90.849998,92.099998,90.129997,91.75,0,,,89.39496092983302,89.17799245343487,90.06220507696027,89.62794016806788,0.4342649088923878,0.21609751677784123,0.21816739211454655,,,,0
12,2017-02-02,92.760002,94.019997,92.66999799999999,93.110001,0,,,89.54064877572192,89.21711691658477,90.53109675742792,89.88587060006284,0.645226157365073,0.30691604635993935,0.3383101110051337,,,,0
13,2017-02-03,92.720001,93.769997,92.349998,92.91999799999999,0,,,89.67317227471322,89.25396150447946,90.89862002551592,90.11062077783598,0.7879992476799487,0.4075590110198375,0.3804402366601112,,,,0
14,2017-02-06,93.800003,96.199997,93.269997,96.190002,0,,,89.92873422472448,89.3229768327931,91.71267879082117,90.56094531281109,1.1517334780100867,0.5618215344413106,0.5899119435687762,,,,0
15,2017-02-07,95.540001,96.660004,94.589996,95.290001,0,,,90.13897998061765,89.38235020759119,92.26303605377176,90.91124573408433,1.3517903196874244,0.7243912213748819,0.6273990983125425,,,,0
16,2017-02-08,95.879997,97.199997,95.650002,96.720001,0,,,90.3970592362797,89.45536165826192,92.9487229685761,91.34152390192995,1.6071990666461602,0.9050201932820036,0.7021788733641566,,,,0
17,2017-02-09,97.0,97.040001,93.779999,94.019997,0,,,90.53913522701383,89.50078091539365,93.11353435802593,91.53992931660181,1.5736050414241163,1.04119018337703,0.5324148580470862,,,,0
18,2017-02-10,93.089996,95.809998,92.849998,95.41999799999999,0,,,90.73054161026819,89.55967859782754,93.46837491832963,91.82734181166835,1.6410331066612827,1.162912978383427,0.47812012827785555,,,,0
19,2017-02-13,94.620003,95.139999,94.190002,94.510002,0,,,90.87875574319885,89.60893554710289,93.62862523858661,92.0260573811744,1.602567857412211,1.2518695536754876,0.3506983037367235,,,,0
20,2017-02-14,95.410004,95.57,93.129997,94.269997,0,,,91.01174559640674,89.65531426802725,93.7272978172656,92.19227513071704,1.5350226865485581,1.3090273680367692,0.2259953185117889,,,,0
21,2017-02-15,93.440002,94.0,92.480003,93.400002,0,,,91.10540271027315,89.69257484247476,93.67694461460934,92.28173638029355,1.3952082343157883,1.3263916672056886,0.06881656711009976,,,,0
22,2017-02-16,93.5,94.959999,93.470001,94.459999,0,,,91.23695550594871,89.74001189876854,93.79741452005406,92.44308916693848,1.354325353115584,1.332011578488516,0.022313774627068073,,,,0
23,2017-02-17,94.349998,94.660004,92.459999,92.559998,0,,,91.28883952532327,89.76807146196488,93.60704274773805,92.45174908049859,1.1552936672394623,1.2965002989625078,-0.1412066317230456,,,,0
24,2017-02-21,91.370003,92.120003,90.08000200000001,91.730003,0,,,91.30614005374197,89.787593168811,93.3182674019322,92.39828640786907,0.9199809940631383,1.2209108691909438,-0.30092987512780556,,,,0
25,2017-02-22,91.18,91.370003,88.32,89.910004,0,,,91.25138962026189,89.78881118703178,92.79391918625032,92.21396919247135,0.5799499937789676,1.0923300825262854,-0.5123800887473178,,,,0
26,2017-02-23,90.91999799999999,91.860001,89.559998,89.610001,0,,,91.18702143907515,89.78703198119067,92.30408561913488,92.0210826596957,0.2830029594391874,0.9300723427668107,-0.6470693833276233,,,,0
27,2017-02-24,90.690002,90.690002,88.529999,88.620003,0,,,91.0863540493075,89.7754197525221,91.73730367772951,91.76915083305155,-0.03184715532204052,0.7373155973787934,-0.7691627527008339,,,,0
28,2017-02-27,88.58000200000001,90.779999,84.150002,84.470001,0,,,90.82688922384447,89.7226295161786,90.61925711192497,91.22847306764032,-0.6092159557153565,0.46759190956910934,-1.076807865284466,,,,0
29,2017-02-28,85.33000200000001,86.610001,83.66999799999999,84.58000200000001,0,,,90.58191325428194,89.67145909313206,89.69014094085959,90.7359937292966,-1.0458527884370028,0.1645277947657013,-1.2103805832027041,,,,0
30,2017-03-01,83.559998,85.589996,82.58000200000001,85.029999,0,,,90.36419112666304,89.62527541061334,88.9731960268812,90.3133274530524,-1.3401314261711974,-0.13670237333058,-1.2034290528406175,,,,0
31,2017-03-02,84.019997,84.029999,80.849998,80.959999,0,,,89.99539927855862,89.53905375478635,87.74039648428409,89.62048830838185,-1.8800918240977609,-0.4856567336116802,-1.3944350904860807,,,,0
32,2017-03-03,80.709999,82.730003,79.93,82.139999,0,,,89.68734436567398,89.46543131941534,86.8787968713173,89.06637798924245,-2.1875811179251485,-0.8262574918521846,-1.361323626072964,,,,0
33,2017-03-06,81.550003,81.550003,78.889999,79.879997,0,,,89.30274250819657,89.37005386350077,85.80205842957618,88.38590532337265,-2.5838468937964763,-1.1779537034065126,-1.4058931903899636,,,,0
34,2017-03-07,79.220001,80.279999,78.480003,79.160004,0,,,88.90498805689475,89.26846132754554,84.78020390194908,87.70250522534505,-2.9223013233959705,-1.5269648031260188,-1.3953365202699517,,,,0
35,2017-03-08,78.160004,79.550003,77.93,78.519997,0,,,88.49773350564398,89.16151143373911,83.81709514780306,87.02231943087504,-3.205224283071985,-1.8627256597427762,-1.3424986233292087,,,,0
36,2017-03-09,78.16999799999999,79.07,77.620003,77.699997,0,,,88.07429285836382,89.0474665140004,82.87600312506413,86.33177702858801,-3.455773903523877,-2.1814180457727375,-1.2743558577511394,,,,0
37,2017-03-10,78.059998,80.300003,77.809998,79.800003,0,,,87.74981090313386,88.95545195167205,82.40277233659273,85.84794191535927,-3.4451695787665386,-2.434220857461296,-1.0109487213052426,,,,0
38,2017-03-13,80.160004,80.949997,79.5,80.400002,0,,,87.46158310301097,88.87032309643153,82.09465382327076,85.44439081051785,-3.349736987247084,-2.617354511715979,-0.732382475531105,,,,0
39,2017-03-14,79.980003,80.91999799999999,77.690002,78.010002,0,,,87.09093286367721,88.76226019994962,81.46624585045987,84.89369534307208,-3.4274494926122117,-2.779395046776791,-0.6480544458354207,,,,0
40,2017-03-15,78.699997,83.959999,77.959999,83.75,0,,,86.95991588863104,88.71238696412922,81.81759264269681,84.8089771695112,-2.991384526814386,-2.821797451781416,-0.16958707503297,,,,0
41,2017-03-16,84.800003,85.529999,82.980003,83.25,0,,,86.81442899103767,88.6580348550334,82.03796300535883,84.69349737917703,-2.655534373818199,-2.7885420071284175,0.1330076333102186,,,,0
42,2017-03-17,83.5,84.33000200000001,82.029999,82.550003,0,,,86.64719659923227,88.59725841866492,82.11673838914979,84.53472001775651,-2.417981628606725,-2.714424887274284,0.29644325866755894,,,,0
43,2017-03-20,82.82,83.730003,82.230003,83.57,0,,,86.5265222227918,88.54723594683742,82.34031709851136,84.46325927570048,-2.122942177189117,-2.596121904230197,0.47317972704108024,,,,0
44,2017-03-21,83.989998,85.5,83.58000200000001,84.730003,0,,,86.45607048856466,88.50925352945596,82.70796108335577,84.48301807009304,-1.775056986737269,-2.4319017679358774,0.6568447811986085,,,,0
45,2017-03-22,85.16999799999999,85.949997,84.470001,85.099998,0,,,86.40289117528762,88.47533058886435,83.0759667628395,84.52872028712319,-1.4527535242836933,-2.2360652953003206,0.7833117710166273,,,,0
46,2017-03-23,85.309998,85.639999,83.059998,84.459999,0,,,86.32669932527634,88.43537704071645,83.28889479932573,84.52362982141037,-1.2347350220846351,-2.035793657898738,0.801058635814103,,,,0
47,2017-03-24,84.120003,84.82,83.849998,83.989998,0,,,86.23506397918707,88.39114441344564,83.3967568301987,84.48410153834293,-1.0873447081442293,-1.8460996376298247,0.7587549294855953,,,,0
48,2017-03-27,85.470001,85.75,84.239998,85.32,0,,,86.19917911725817,88.36058576256559,83.69264039478351,84.5460199429101,-0.8533795481265969,-1.6475520775223411,0.7941725293957442,,,,0
49,2017-03-28,85.230003,85.690002,82.769997,83.41999799999999,0,87.61340016000003,,86.09019162246373,88.31142568532613,83.65069541097067,84.46261091010194,-0.811915499131274,-1.4804223764893256,0.6685068773580516,-4.786256614104716,,,0
50,2017-03-29,83.190002,84.510002,82.989998,84.110001,0,87.51360022000003,,86.01253708824947,88.26962046457662,83.72135780928288,84.4364916575018,-0.715133848218926,-1.3273629232052335,0.6122290749863075,-3.8892231738195435,,,0
51,2017-03-30,83.559998,84.18,83.139999,83.269997,0,87.41980018000004,,85.90498649655342,88.21987296741665,83.65191768477783,84.350084645835,-0.6981669610571686,-1.2015225813014598,0.5033556202442913,-4.746983145071783,,,0
52,2017-03-31,83.269997,84.91999799999999,83.010002,83.769997,0,87.34400016000005,,85.82126141825721,88.17559559460653,83.67008373327354,84.30711519058796,-0.6370314573144213,-1.0886235314933213,0.4515920741788999,-4.091870252625311,,,0
53,2017-04-03,83.800003,85.309998,83.739998,85.300003,0,87.27640022000006,,85.80081991165889,88.14698273296867,83.92084054353916,84.3806624357296,-0.45982189219044756,-0.9628624684327483,0.5030405762423007,-2.2645265100509335,,,0
54,2017-04-04,85.940002,86.290001,85.309998,86.279999,0,87.17680016000006,,85.81961124845658,88.12840578040182,84.2837879983793,84.52135403308297,-0.23756603470367565,-0.8178025032697287,0.580236468566053,-1.0287153902805646,,,0
55,2017-04-05,85.529999,86.860001,84.989998,86.349998,0,87.06560004000005,,85.84041072890928,88.11071018059684,84.6016664601671,84.6568091417435,-0.0551426815763989,-0.6652699682390955,0.6101272866626966,-0.8219113400370354,,,0
56,2017-04-06,86.190002,86.480003,85.529999,86.279999,0,86.98400000000005,,85.85764948463833,88.09249414894911,84.85987146629525,84.77704542754027,0.0828260387549733,-0.5156503190054277,0.598476357760401,-0.8093453968546485,,,0
57,2017-04-07,87.220001,88.190002,85.32,86.120003,0,86.94240012000006,,85.86793785778977,88.07286737134763,85.05373785609598,84.876523766241,0.177214089854985,-0.3770771054164203,0.5542911952714054,-0.9459103025278449,,,0
58,2017-04-10,85.82,86.800003,85.029999,86.66999799999999,0,86.88420004000007,,85.89939119669997,88.05890847213024,85.30239326285044,85.0093737094824,0.2930195533680404,-0.24305751692900104,0.5360770702970414,-0.24653739103480204,,,0
59,2017-04-11,87.599998,89.449997,87.470001,89.019997,0,86.88420004000007,,86.0217678948686,88.06847154205929,85.87433229933498,85.3064569161874,0.5678753831475802,-0.08087068836309325,0.6487460715106734,2.458210996955316,,,0
60,2017-04-12,88.970001,89.440002,87.860001,89.43,0,86.83760000000008,,86.15542405585414,88.08201908890447,86.4213580994373,85.61190455202538,0.8094535474119198,0.09719437709904437,0.7122591703128754,2.985342754751311,,,0
61,2017-04-13,90.08000200000001,90.82,89.32,89.400002,0,86.79060004000009,,86.28266240660497,88.09513334672633,86.87961100721617,85.89250436298646,0.9871066442297121,0.27517700509003146,0.7119296391396805,3.00654904885701,,,0
62,2017-04-17,89.690002,90.190002,88.82,89.360001,0,86.71560004000008,,86.403342351444,88.1077190945201,87.26120946764445,86.1493559657282,1.1118535019162437,0.4425124357529641,0.6693410661632795,3.049510075211504,,,0
63,2017-04-18,89.059998,89.300003,87.809998,89.160004,0,86.64040016000008,,86.51144672981874,88.11818959109205,87.55333170339145,86.37236693122982,1.18096477216163,0.5902029957415643,0.5907617764200658,2.9081165776553752,,,0
64,2017-04-19,88.33000200000001,88.339996,85.260002,86.300003,0,86.44260018000008,,86.50315481884546,88.10009818222547,87.36051190286969,86.36700664002761,0.9935052628420777,0.6708634896667971,0.32264177317528064,-0.16496169678277808,,,0
65,2017-04-20,86.199997,87.230003,85.779999,86.769997,0,86.27220010000008,,86.51361921810643,88.08686334459139,87.26966345627436,86.39685777780335,0.8728056784710105,0.7112519436530756,0.1615537348179349,0.5770073087540581,,,0
66,2017-04-21,86.730003,87.190002,86.139999,86.839996,0,86.07460000000009,,86.52641830759246,88.07445670434672,87.20356077069368,86.42968283129939,0.7738779393942963,0.723777146826765,0.050100792567531305,0.8892239987172864,,,0
67,2017-04-24,85.809998,86.32,84.949997,85.440002,0,85.90300010000009,,86.48381374651042,88.04824322470148,86.93224403674081,86.35637314009202,0.5758708966487944,0.6941958891855311,-0.11832499253673667,-0.5389777999151368,,,0
