,Date,Open,High,Low,Close,Volume,MA_short,MA_long,EMA_short,EMA_long,EMA_short_MACD,EMA_long_MACD,MACD,MACD_signal,MACD_hist,BIAS_short,BIAS_long,VR,OBV,Open_interpreted,High_interpreted,Low_interpreted,MA_short_interpreted,MA_long_interpreted,EMA_short_interpreted,EMA_long_interpreted,MACD_interpreted,BIAS_short_interpreted,BIAS_long_interpreted,VR_interpreted,OBV_interpreted
20,2017-11-29,10077.400391,11517.400391,9601.030273,9888.610352,11568799744,,,7743.488157941208,7306.358477179599,8861.139347973973,8177.048086178504,684.0912617954691,448.2139632324227,235.87729856304642,,,,15804390656,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
21,2017-11-30,9906.790039,10801.0,9202.049805,10233.599609,8310689792,,,7841.139587394493,7335.485254610647,9072.287080439517,8329.385236017133,742.901844422382,507.5896547446246,235.31218967775746,,,,24115080448,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
22,2017-12-01,10198.599609,11046.700195,9694.650391,10975.599609,6783119872,,,7964.059588241767,7371.705297937904,9365.104392525744,8525.401115497345,839.7032770283986,574.406797998609,265.29647902978957,,,,30898200320,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
23,2017-12-02,10978.299805,11320.200195,10905.099609,11074.599609,5138500096,,,8086.041549840131,7408.55001745096,9628.103656598709,8714.230633534578,913.8730230641286,642.6221810502523,271.2508420138764,,,,36036700416,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
24,2017-12-03,11082.700195,11858.700195,10862.0,11323.200195,6608309760,,,8212.988947689539,7447.50176051115,9888.887739429676,8907.487638087572,981.400101342104,710.6347091752084,270.76539216689537,,,,42645010176,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
25,2017-12-04,11315.400391,11657.200195,11081.799805,11657.200195,6132409856,,,8348.056055427205,7489.389307122979,10160.935809517421,9111.170049710714,1049.7657598067053,778.6665328720642,271.099226934641,,,,48777420032,-1.0,0.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
26,2017-12-05,11685.700195,12032.0,11604.599609,11916.700195,6895260160,,,8488.00288443006,7533.442151778473,10431.05340728397,9318.98709750992,1112.0663097740492,845.5081012481279,266.55820852592103,,,,55672680192,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
27,2017-12-06,11923.400391,14369.099609,11923.400391,14291.5,12656300032,,,8715.591006609273,7600.686508477195,11024.96826770182,9687.32138658326,1337.6468811185625,944.1266131667752,393.52026795178705,,,,68328980224,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
28,2017-12-07,14266.099609,17899.699219,14057.299805,17899.699219,17950699520,,,9075.752112977536,7703.1642468903565,12082.619183286155,10295.64567046598,1786.9735128201773,1112.9572458475225,674.0162669726549,,,,86279679744,-1.0,0.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
29,2017-12-08,17802.900391,18353.400391,14336.900391,16569.400391,21135998976,,,9369.620672899986,7791.3855020556275,12772.893215242131,10760.368242357388,2012.5249728847448,1293.0937894948866,719.4311833898582,,,,65143680768,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
30,2017-12-09,16523.300781,16783.0,13674.900391,15178.200195,13911300096,,,9597.408105139202,7864.886145766517,13142.940442897188,11087.615053664247,2055.3253892329394,1445.6912346322792,609.6341546006597,,,,51232380672,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
31,2017-12-10,15168.400391,15850.599609,13226.599609,15455.400391,13433299968,,,9827.133292820015,7940.413650694214,13498.703511836084,11411.15470828171,2087.5488035543717,1574.1645354522586,513.3842681021124,,,,64665680640,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
32,2017-12-11,15427.400391,17513.900391,15404.799805,16936.800781,12153900032,,,10105.943782552566,8029.929940548003,14027.641553245918,11820.461824779362,2207.1797284665554,1700.8478691571231,506.3318593094325,,,,76819580672,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
33,2017-12-12,16919.800781,17781.800781,16571.599609,17415.400391,14603799552,,,10392.589139746584,8123.317706224143,14548.8352205927,12234.901718573485,2313.933502019216,1823.5272015412745,490.4063004779414,,,,91423380224,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
34,2017-12-13,17500.0,17653.099609,16039.700195,16408.199219,12976900096,,,10628.495417364364,8205.754338192062,14834.891220347668,12544.034866753225,2290.856353594443,1917.0309615831213,373.8253920113218,,,,78446480128,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
35,2017-12-14,16384.599609,17085.800781,16185.900391,16564.0,13777399808,,,10861.26030295792,8288.920961692638,15100.907955678796,12841.810061808545,2259.097893870252,1985.4665566608805,273.6313372093714,,,,92223879936,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
36,2017-12-15,16601.300781,18154.099609,16601.300781,17706.900391,14309999616,,,11129.716776998785,8382.6321997952,15501.829868805136,13202.187123230131,2299.642745575004,2048.318111640279,251.32463393472474,,,,106533879552,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
37,2017-12-16,17760.300781,19716.699219,17515.300781,19497.400391,12740599808,,,11457.861232449812,8493.226908165398,16116.533026065883,13668.49921713901,2448.0338089268757,2128.2778580872096,319.75595083966573,,,,119274479360,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
38,2017-12-17,19475.800781,20089.0,18974.099609,19140.800781,13314599936,,,11759.15297945178,8599.17291685032,16581.80498836344,14073.854888536123,2507.95009982732,2204.2249253062246,303.7251745210952,,,,105959879424,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
39,2017-12-18,19106.400391,19371.0,18355.900391,19114.199219,14839499776,,,12047.586165316416,8703.800044234895,16971.404100769065,14447.213727829741,2524.1903729393234,2268.226522104268,255.96385083505538,,,,91120379648,-1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
40,2017-12-19,19118.300781,19177.800781,17275.400391,17776.699219,16894499840,,,12272.257265460872,8794.077647963903,17095.295657419978,14693.84228273124,2401.453374688737,2294.874726344291,106.57864834444626,,,,74225879808,1.0,1.0,-1.0,,,-1.0,-1.0,1.0,,,,1.0
41,2017-12-20,17760.300781,17934.699219,16077.700195,16624.599609,22149699584,,,12442.937357364368,8871.993289367249,17022.88088073998,14836.861343936333,2186.0195368036475,2273.1018362035143,-87.08229939986677,,,,52076180224,1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
42,2017-12-21,16642.400391,17567.699219,15342.700195,15802.900391,16516599808,,,12574.700613585374,8940.957539134739,16835.191574626137,14908.419791866974,1926.7717827591625,2203.8311111933913,-277.0593284342285,,,,35559580416,1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
43,2017-12-22,15898.0,15943.400391,11833.0,13831.799805,22197999616,,,12623.998621091829,8989.62263630753,16373.13130237596,14828.670163210161,1544.4611391658,2071.949936493748,-527.4887973279479,,,,13361580800,1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,-1.0
44,2017-12-23,13948.700195,15603.200195,13828.799805,14699.200195,13086000128,,,12705.379074970579,9046.434353309445,16115.603439702736,14819.079795194591,1296.5236445081428,1916.8579228867093,-620.3342783785665,,,,26447580928,-1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
45,2017-12-24,14608.200195,14626.0,12747.700195,13925.799805,11572299776,,,12753.238711442322,9094.985253326266,15778.710572825394,14752.910907032032,1025.7996657933618,1738.6400614819192,-712.8403956885575,,,,14875281152,1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
46,2017-12-25,13995.900391,14593.0,13448.900391,14026.599609,10664699904,,,12803.174432915172,9144.056042934959,15509.155039929175,14699.110070140769,810.0449697884088,1552.9158659082639,-742.8708961198552,,,,25539981056,-1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
47,2017-12-26,14036.599609,16461.199219,14028.900391,16099.799805,13454300160,,,12932.453859271443,9213.267423652023,15600.023465324688,14802.864865315525,797.1586000091629,1401.7610418632273,-604.6024418540644,,,,38994281216,-1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
48,2017-12-27,16163.5,16930.900391,15114.299805,15838.5,12487600128,,,13046.416453025502,9279.190135854493,15636.712162967044,14879.578578995857,757.1335839711866,1272.8332501361535,-515.6996661649671,,,,26506681088,1.0,1.0,-1.0,,,-1.0,-1.0,-1.0,,,,1.0
49,2017-12-28,15864.099609,15888.400391,13937.299805,14606.5,12336499712,12185.676582039998,,13107.596199965681,9332.198194204195,15478.217984049035,14859.350536107275,618.8674479417605,1142.0382229282668,-523.1707749865063,19.866138754478033,,1.19643977863096,14170181376,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
50,2017-12-29,14695.799805,15279.0,14307.0,14656.200195,13025500160,12335.92898438,,13168.325768398401,9385.173338490722,15351.753708810726,14844.302362691922,507.45134611880167,1015.1193984095784,-507.6680522907766,18.80905129689036,,1.1456660350994587,27195681536,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
51,2017-12-30,14681.900391,14681.900391,12350.099609,12952.200195,14452599808,12462.61018554,,13159.850255716108,9420.666143033104,14982.59162976292,14704.146646566594,278.4449831963266,867.7831695410547,-589.338186344728,3.9284708594035695,,1.2361368885819477,12743081728,1.0,1.0,-1.0,-1.0,,1.0,-1.0,-1.0,1.0,,-1.0,-1.0
52,2017-12-31,12897.700195,14377.400391,12755.599609,14156.400391,12136299520,12618.586191399998,,13198.930653178226,9467.78787684372,14855.485285337856,14663.572849857957,191.91243547989868,732.6080349354207,-540.6955994555218,12.186897773445288,,1.197780665254486,24879381248,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
53,2018-01-01,14112.200195,14112.200195,13154.700195,13657.200195,10291200000,12772.72879882,,13216.90200775947,9509.473571551744,14671.133732978184,14589.026727275888,82.10700570229892,602.5070685176946,-520.4000628153957,6.924686260164799,,1.2035070566813155,14588181248,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
54,2018-01-02,13625.0,15444.599609,13163.599609,14982.099609,16846600192,12941.18098632,,13286.125443102237,9563.927561974117,14718.974636981542,14618.143237033228,100.83139994831436,502.1714655537449,-401.34006560543054,15.770729308534028,,1.2489427512316182,31434781440,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
55,2018-01-03,14978.200195,15572.799805,14844.5,15201.0,16871900160,13112.48598632,,13361.218562980579,9620.017834989298,14793.132385138228,14661.317812067806,131.81457307042365,428.09980992211496,-296.2852368516913,15.92767394267499,,1.3076503978703282,48306681600,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
56,2018-01-04,15270.700195,15739.700195,14522.200195,15599.200195,21783199744,13278.15918944,,13448.982548549971,9679.5121868302,14917.142817424654,14730.790581173891,186.35223625076102,379.75015046980224,-193.39791421904118,17.480141429588382,,1.3831335750332248,70089881344,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
57,2018-01-05,15477.200195,17705.199219,15202.799805,17429.5,23840899072,13469.31539062,,13605.081272136245,9756.626493428903,15303.65930705163,14930.694982568419,372.9643244832096,378.3929820227109,-5.428657539501329,29.40152854493156,,1.5188970972831668,93930780416,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
58,2018-01-06,17462.099609,17712.400391,16764.599609,17527.0,18314600448,13665.67558594,,13758.882006562275,9833.94364274802,15645.711721351381,15123.013872748536,522.697848602842,407.25401062548417,115.44383797735777,28.255642319160145,,1.3869715378415912,112245380864,-1.0,1.0,-1.0,-1.0,,-1.0,-1.0,1.0,1.0,,-1.0,1.0
59,2018-01-07,17527.300781,17579.599609,16087.700195,16477.599609,15866000384,13839.424580080002,,13865.498383128464,9900.049672262967,15773.694473297319,15223.353556915312,550.3409163820088,435.87143563286537,114.46948074914343,19.062750865504178,,1.2889786168997257,96379380480,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,1.0,1.0,,-1.0,1.0
60,2018-01-08,16476.199219,16537.900391,14208.200195,15170.099609,18413899776,13982.096767580002,,13916.659215515583,9952.487980091197,15680.83372494389,15219.408820032695,461.42490491119315,440.982135754231,20.44276915696213,8.496600053395397,,1.1931000600185482,77965480704,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,1.0,1.0,,-1.0,1.0
61,2018-01-09,15123.700195,15497.5,14424.0,14595.400391,16659999744,14109.99198244,,13943.276516514974,9998.686113533076,15513.843981260212,15173.185973437681,340.6580078225324,420.9172904883483,-80.25928266581587,3.4401749424386177,,1.2682937263486167,61305480960,1.0,1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
62,2018-01-10,14588.5,14973.299805,13691.200195,14973.299805,18500800512,14248.03278322,,13983.66958665164,10048.184757229266,15430.68333875864,15158.379590590444,272.3037481681968,391.19455870274163,-118.8908105345448,5.0902958521695165,,1.1743844315093679,79806281472,-1.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,1.0,,-1.0,1.0
63,2018-01-11,14968.200195,15018.799805,13105.900391,13405.799805,16534099968,14351.07778322,,13961.008026586873,10081.59386218221,15119.162795103466,15028.558865731891,90.60392937157305,331.076395099725,-240.472465728152,-6.586808269726377,,1.2456753840731054,63272181504,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
64,2018-01-12,13453.900391,14229.900391,13158.099609,13980.599609,12065699840,14469.914375,,13961.776323936409,10120.389939264973,14943.999228010625,14950.932254122125,-6.933026111497385,263.4744769099512,-270.4075030214485,-3.3816009778565084,,1.2725467420380692,75337881344,-1.0,1.0,-1.0,1.0,,-1.0,-1.0,-1.0,-1.0,,-1.0,1.0
65,2018-01-13,13952.400391,14659.5,13952.400391,14360.200195,12763599872,14592.044570300002,,13977.400789468313,10162.577105988703,14854.183992162836,14907.174323816782,-52.99033165394212,200.1814897701953,-253.17182142413742,-1.5888409207020144,,1.2026030612330452,88101481216,-1.0,1.0,-1.0,1.0,,-1.0,-1.0,-1.0,-1.0,,-1.0,1.0
66,2018-01-14,14370.799805,14511.799805,13268.0,13772.0,11084099584,14691.66617186,,13969.345856547989,10198.491761650508,14687.694147214706,14823.08733686739,-135.39318965268106,133.06653231570436,-268.4597219683854,-6.259781301194438,,1.224741249605213,77017381632,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
67,2018-01-15,13767.299805,14445.5,13641.700195,13819.799805,12750799872,14781.45117186,,13963.48130550689,10234.524677504734,14554.17194072014,14748.76974191425,-194.59780119411155,67.53364876457579,-262.1314499586873,-6.505798082198664,,1.1582666361573866,89768181504,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
68,2018-01-16,13836.099609,13843.099609,10194.900391,11490.5,18853799936,14814.89417968,,13866.501646467404,10247.021944395236,14082.837795993964,14507.416427698381,-424.57863170441664,-30.88882757355188,-393.6898041308648,-22.439540501340304,,1.0764840696151259,70914381568,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
69,2018-01-17,11431.099609,11678.0,9402.290039,11188.599609,18830600192,14837.490175760002,,13761.485880292212,10256.390876381352,13637.570382610276,14261.57814483183,-624.0077622215558,-149.5126340227541,-474.49512819880164,-24.59237056629153,,1.154304161136585,52083781376,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
70,2018-01-18,11198.799805,12107.299805,10942.5,11474.900391,15020399616,14869.21597654,,13671.815861104285,10268.515349163628,13304.851922362544,14055.15757047392,-750.3056481113762,-269.6712526582029,-480.6343954531734,-22.82780471341196,,1.1647699230187032,67104180992,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
71,2018-01-19,11429.799805,11992.799805,11172.099609,11607.400391,10740400128,14896.69199218,,13590.85839168843,10281.83758838588,13043.705532922151,13873.842223846223,-830.1366909240713,-381.76435211615774,-448.37233880791365,-22.08068477824949,,1.1721371645189074,77844581120,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
72,2018-01-20,11656.200195,13103.0,11656.200195,12899.200195,11801700352,14935.1640039,,13563.734540837902,10307.880997406917,13021.473942472589,13801.646518005762,-780.1725755331737,-461.4460035127267,-318.7265720204469,-13.632015077761135,,1.1117850648116103,89646281472,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
73,2018-01-21,12889.200195,12895.900391,11288.200195,11600.099609,9935179776,14945.6740039,,13486.729249393282,10320.738894039683,12802.80096809219,13638.56896919052,-835.7680010983313,-536.3104080756984,-299.45759302263286,-22.384901437211795,,1.0657463063224235,79711101696,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
74,2018-01-22,11633.099609,11966.400391,10240.200195,10931.400391,10537400320,14937.83800782,,13386.520274554328,10326.815127840286,12514.893187001084,13438.03796339863,-923.1447763975467,-613.6772859116818,-309.46749048586486,-26.82073279093413,,1.016478667828929,69173701376,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
75,2018-01-23,10944.5,11377.599609,10129.700195,10868.400391,9660609536,14922.062011739998,,13287.770475199255,10332.204035931429,12261.586603000915,13247.69443951725,-986.107836516334,-688.1633992456391,-297.94443727069495,-27.1655594082826,,1.0262230978769007,59513091840,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
76,2018-01-24,10903.400391,11501.400391,10639.799805,11359.400391,9940989952,14910.916015659996,,13212.14811895615,10342.42489518584,12122.788724231543,13107.82080629375,-985.0320820622056,-747.5371378578646,-237.49494420434087,-23.81822566051653,,0.9802653861996962,69454081792,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
77,2018-01-25,11421.700195,11785.700195,11057.400391,11259.400391,8873169920,14850.274023479995,,13135.56977668336,10351.549029472548,11989.959749888227,12970.900775531247,-980.94102564302,-794.2179167036113,-186.7231089394088,-24.18052102474616,,0.9242006593902972,60580911872,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
78,2018-01-26,11256.0,11656.700195,10470.299805,11171.400391,9746199552,14715.708046919995,,13058.543526264404,10359.70675446287,11864.027540828502,12837.604450751154,-973.5769099226544,-830.0897161396698,-143.4871937829846,-24.085199601807965,,0.996764912546886,50834712320,1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
79,2018-01-27,11174.900391,11614.900391,10989.200195,11440.700195,7583269888,14613.134042999998,,12995.09868974423,10370.462908100057,11798.900256854886,12734.130061436255,-935.2298045813696,-851.1177341995427,-84.11207038182692,-21.709469294300092,,1.0805882399465676,58417982208,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
80,2018-01-28,11475.299805,12040.299805,11475.299805,11786.299805,8350360064,14545.296035199995,,12947.694811911126,10384.550837422445,11796.961725800287,12663.920412811347,-866.9586870110579,-854.2859248066272,-12.672762204430569,-18.96830579125481,,1.0150891228285517,66768342272,-1.0,1.0,-1.0,1.0,,1.0,-1.0,-1.0,-1.0,,-1.0,1.0
81,2018-01-29,11755.5,11875.599609,11179.200195,11296.400391,7107359744,14462.116035199995,,12882.938167953827,10393.623967308791,11719.952289677169,12562.622633417915,-842.6703437407467,-851.9628085671817,9.29246482643498,-21.889712656811906,,0.957293732858152,59660982528,1.0,1.0,-1.0,1.0,,1.0,-1.0,1.0,-1.0,,-1.0,1.0
82,2018-01-30,11306.799805,11307.200195,10036.200195,10106.299805,8637859840,14325.506015679995,,12774.050389014463,10390.765020420144,11471.698061265295,12380.672794275848,-908.9747330105513,-863.3651935590045,-45.60953945154654,-29.452406121374413,,0.9474520114605136,51023122688,1.0,1.0,-1.0,1.0,,1.0,1.0,-1.0,-1.0,,-1.0,1.0
83,2018-01-31,10108.200195,10381.599609,9777.419922,10221.099609,8041160192,14181.620000039995,,12673.934672151152,10389.076807371188,11279.298299378324,12220.70441018134,-941.4061108030127,-878.9733771207627,-62.43273368225005,-27.92713661083025,,0.96518185585022,59064282880,-1.0,1.0,-1.0,1.0,,1.0,1.0,-1.0,-1.0,,-1.0,1.0
84,2018-02-01,10237.299805,10288.799805,8812.280273,9170.540039,9959400448,14036.866816439995,,12536.546647321697,10376.952063407296,10954.873951627816,11994.76630861235,-1039.8923569845356,-911.1571732798487,-128.73518370468685,-34.66818372701626,,0.9025471873417024,49104882432,1.0,1.0,-1.0,1.0,,1.0,1.0,-1.0,-1.0,,-1.0,1.0
85,2018-02-02,9142.280273,9142.280273,7796.490234000001,8830.75,12726899712,13882.201816439994,,12391.221288603198,10361.566968249012,10628.085651377382,11760.394730196622,-1132.3090788192385,-955.387554592588,-176.92152422665058,-36.38797276709963,,0.8996344345130098,36377982720,1.0,1.0,-1.0,1.0,,1.0,1.0,-1.0,-1.0,,-1.0,1.0
86,2018-02-03,8852.120117,9430.75,8251.629883,9174.910156,7263790080,13711.562011739998,,12265.091440265818,10349.759437778874,10404.52019055009,11568.877354330205,-1164.3571637801124,-997.1814765849537,-167.1756871951587,-33.08632416828706,,0.8429786397015872,43641772800,-1.0,1.0,-1.0,1.0,,1.0,1.0,-1.0,-1.0,,-1.0,1.0
