,Date,Open,High,Low,Close,Volume,MA_short,MA_long,EMA_short,EMA_long,EMA_short_MACD,EMA_long_MACD,MACD,MACD_signal,MACD_hist,BIAS_short,BIAS_long,VR,OBV
0,2017-01-17,226.309998,226.77999900000003,225.80000299999998,226.25,61240800,,,226.25,226.25,226.25,226.25,0.0,,,,,,0
1,2017-01-18,226.539993,226.80000299999998,225.899994,226.75,54793300,,,226.26960784313727,226.25497512437812,226.32692307692307,226.28703703703704,0.0398860398860279,,,,,,54793300
2,2017-01-19,226.83999599999999,227.0,225.41000400000001,225.91000400000001,66608800,,,226.2555057316417,226.25154257587687,226.26278168047335,226.25910866392317,0.0036730165501808187,,,,,,-11815500
3,2017-01-20,226.69999700000002,227.309998,225.97000099999997,226.74000499999997,129168600,,,226.27450570294988,226.25640289850497,226.33620065270821,226.29473061474368,0.04147003796452964,,,,,,117353100
4,2017-01-23,226.74000499999997,226.809998,225.270004,226.149994,75061600,,,226.2696228910695,226.255344103495,226.3075534753685,226.2840093840219,0.023544091346593632,,,,,,42291500
5,2017-01-24,226.399994,228.080002,226.270004,227.600006,95555300,,,226.32179477769424,226.26872382385824,226.50639232531182,226.38149061483512,0.12490171047670628,,,,,,137846800
6,2017-01-25,228.69999700000002,229.57000699999998,228.50999500000003,229.57000699999998,84437700,,,226.4491756491572,226.30157241267557,226.97771765987923,226.61767701373623,0.36004064614300546,,,,,,222284500
7,2017-01-26,229.399994,229.710007,229.00999500000003,229.330002,59970700,,,226.5621492315432,226.33170604041015,227.33960755835935,226.8185899756817,0.5210175826776435,,,,,,162313800
8,2017-01-27,229.419998,229.58999599999999,228.75999500000003,228.97000099999997,59711100,,,226.65657479109055,226.35795773155039,227.59043731861175,226.97795375526084,0.6124835633509065,0.31329665496473386,0.2991869083861726,,,,102602700
9,2017-01-30,228.169998,228.19999700000002,226.41000400000001,227.55000299999998,79737300,,,226.69161119143993,226.36981887850013,227.58421665420994,227.02032777338965,0.5638888808202864,0.36944386041512495,0.19444502040516148,,,,22865400
10,2017-01-31,226.979996,227.600006,226.32000699999998,227.52999900000003,75880800,,,226.72448914471678,226.38136295931108,227.5758754766392,227.05808119758302,0.5177942790561758,0.401902084348978,0.1158921947071978,,,,-53015400
11,2017-02-01,227.52999900000003,228.58999599999999,226.940002,227.61999500000002,79117700,,,226.75960702139457,226.39368765623337,227.58266309561776,227.0997044422065,0.4829586534112593,0.4193096360023058,0.06364901740895351,,,,26102300
12,2017-02-02,227.61999500000002,228.100006,226.82000699999998,227.770004,69657600,,,226.7992304323203,226.4073823462211,227.611484773215,227.14935626130233,0.462128511912681,0.42837159780289114,0.03375691410978987,,,,95759900
13,2017-02-03,228.82000699999998,229.55000299999998,228.460007,229.33999599999999,80563200,,,226.8988682977195,226.4365625815821,227.87740957733578,227.3116258715762,0.5657837057595714,0.45711831331276626,0.10866539244680512,,,,176323100
14,2017-02-06,228.86999500000002,229.330002,228.539993,228.92999300000002,57790100,,,226.97852024682854,226.4613728345017,228.0393454885149,227.4315049181261,0.6078405703887881,0.4883620562032782,0.11947851418550992,,,,118533000
